4.7,	-17.2332, 0.0, -16.55872
4.75,	-17.37176, 0.0, -16.41449
4.8,	-17.50017, 0.0, -16.27679
4.85,	-17.6371, 0.0, -16.13102
4.85,	-17.65316, 0.0, -16.10992
4.9,	-17.78848, 0.0, -15.96265
4.95,	-17.92381, 0.0, -15.81539
4.95,	-17.92255, 0.0, -15.81156
5.0,	-18.0558, 0.0, -15.66241
5.0,	-18.05424, 0.0, -15.65951
5.05,	-18.18562, 0.0, -15.50873
5.1,	-18.31701, 0.0, -15.35794
5.1,	-18.3483, 0.0, -15.31416
5.15,	-18.47654, 0.0, -15.16068
5.2,	-18.59538, 0.0, -15.01456
5.25,	-18.72208, 0.0, -14.85982
5.25,	-18.72433, 0.0, -14.8529
5.3,	-18.84694, 0.0, -14.69502
5.35,	-18.9701, 0.0, -14.53743
5.4,	-19.09325, 0.0, -14.37985
5.45,	-19.12342, 0.0, -14.33607
5.45,	-19.22232, 0.0, -14.19975
5.5,	-19.34097, 0.0, -14.03875
5.55,	-19.45963, 0.0, -13.87775
5.6,	-19.48849, 0.0, -13.8327
5.65,	-19.60488, 0.0, -13.67005
5.7,	-19.7148, 0.0, -13.5108
5.75,	-19.82904, 0.0, -13.34664
5.75,	-19.83094, 0.0, -13.33784
5.8,	-19.9429, 0.0, -13.17211
5.85,	-20.05485, 0.0, -13.00638
5.85,	-20.05625, 0.0, -12.99639
5.9,	-20.16524, 0.0, -12.8287
5.95,	-20.27424, 0.0, -12.66101
5.95,	-20.2995, 0.0, -12.614
6.0,	-20.4055, 0.0, -12.4444
6.05,	-20.49546, 0.0, -12.29153
6.1,	-20.59823, 0.0, -12.11995
6.15,	-20.701, 0.0, -11.94838
6.15,	-20.72657, 0.0, -11.90141
6.2,	-20.81425, 0.0, -11.74449
6.25,	-20.91286, 0.0, -11.57049
6.3,	-21.01146, 0.0, -11.39649
6.3,	-21.01467, 0.0, -11.3825
6.35,	-21.11041, 0.0, -11.20691
6.4,	-21.20614, 0.0, -11.03131
6.4,	-21.20932, 0.0, -11.01519
6.45,	-21.30158, 0.0, -10.83774
6.5,	-21.39383, 0.0, -10.66029
6.55,	-21.4148, 0.0, -10.61139
6.6,	-21.50425, 0.0, -10.43251
6.65,	-21.59369, 0.0, -10.25362
6.65,	-21.59813, 0.0, -10.23312
6.7,	-21.68384, 0.0, -10.05241
6.75,	-21.76045, 0.0, -9.88141
6.8,	-21.84321, 0.0, -9.69934
6.85,	-21.92597, 0.0, -9.51726
6.85,	-21.92695, 0.0, -9.50585
6.9,	-22.00691, 0.0, -9.32253
6.9,	-22.04797, 0.0, -9.22299
6.95,	-22.12634, 0.0, -9.03899
7.0,	-22.18173, 0.0, -8.89724
7.05,	-22.25672, 0.0, -8.71183
7.1,	-22.32425, 0.0, -8.53486
7.15,	-22.39378, 0.0, -8.34792
7.2,	-22.46401, 0.0, -8.16065
7.25,	-22.53423, 0.0, -7.97339
7.25,	-22.54064, 0.0, -7.94676
7.3,	-22.60834, 0.0, -7.75857
7.3,	-22.60492, 0.0, -7.75646
7.35,	-22.66966, 0.0, -7.56723
7.4,	-22.7344, 0.0, -7.37799
7.4,	-22.74383, 0.0, -7.3371
7.45,	-22.8053, 0.0, -7.14678
7.5,	-22.84848, 0.0, -7.08821
7.5,	-22.83107, 0.0, -7.06554
7.55,	-22.89113, 0.0, -6.87477
7.55,	-22.92948, 0.0, -6.74044
7.6,	-22.98667, 0.0, -6.54879
7.65,	-23.03546, 0.0, -6.367
7.7,	-23.08863, 0.0, -6.17419
7.75,	-23.14181, 0.0, -5.98139
7.75,	-23.14834, 0.0, -5.94942
7.8,	-23.19981, 0.0, -5.75616
7.8,	-23.19852, 0.0, -5.74969
7.85,	-23.24348, 0.0, -5.5557
7.9,	-23.28946, 0.0, -5.36106
7.95,	-23.33545, 0.0, -5.16641
8.0,	-23.38143, 0.0, -4.97177
8.05,	-23.38546, 0.0, -4.93678
8.1,	-23.42823, 0.0, -4.74141
8.1,	-23.42669, 0.0, -4.73519
8.15,	-23.46725, 0.0, -4.53935
8.15,	-23.46489, 0.0, -4.53663
8.2,	-23.5032, 0.0, -4.34033
8.25,	-23.54152, 0.0, -4.14404
8.25,	-23.5425, 0.0, -4.12099
8.3,	-23.57811, 0.0, -3.92419
8.3,	-23.5754, 0.0, -3.92145
8.35,	-23.60851, 0.0, -3.72421
8.4,	-23.64163, 0.0, -3.52697
8.4,	-23.63801, 0.0, -3.51561
8.45,	-23.66682, 0.0, -3.31769
8.45,	-23.71378, 0.0, -3.20581
8.5,	-23.68531, 0.0, -3.18837
8.55,	-23.71276, 0.0, -2.99026
8.55,	-23.72749, 0.0, -2.85587
8.6,	-23.75189, 0.0, -2.65736
8.65,	-23.77628, 0.0, -2.45885
8.65,	-23.77577, 0.0, -2.44055
8.7,	-23.79078, 0.0, -2.27013
8.75,	-23.80981, 0.0, -2.07104
8.8,	-23.82884, 0.0, -1.87195
8.8,	-23.82949, 0.0, -1.84093
8.85,	-23.84247, 0.0, -1.64361
8.9,	-23.85645, 0.0, -1.4441
8.95,	-23.86195, 0.0, -1.32945
9.0,	-23.87391, 0.0, -1.12981
9.0,	-23.87154, 0.0, -1.11227
9.05,	-23.88076, 0.0, -0.91248
9.1,	-23.88999, 0.0, -0.71269
9.1,	-23.91536, 0.0, -0.68151
9.1,	-23.88967, 0.0, -0.66512
9.15,	-23.8958, 0.0, -0.46521
9.2,	-23.90193, 0.0, -0.26531
9.25,	-23.89951, 0.0, -0.17601
9.3,	-23.899, 0.0, 0.023
9.35,	-23.899, 0.0, 0.223
9.4,	-23.899, 0.0, 0.423
9.4,	-23.89523, 0.0, 0.44397
9.45,	-23.89222, 0.0, 0.64395
9.5,	-23.8844, 0.0, 0.84185
9.55,	-23.87753, 0.0, 1.04173
9.6,	-23.87065, 0.0, 1.24162
9.6,	-23.86422, 0.0, 1.30667
9.65,	-23.85399, 0.0, 1.50641
9.65,	-23.84705, 0.0, 1.59955
9.7,	-23.83509, 0.0, 1.79919
9.75,	-23.83147, 0.0, 1.81638
9.8,	-23.81745, 0.0, 2.01589
9.8,	-23.8044, 0.0, 2.12898
9.85,	-23.78633, 0.0, 2.32816
9.9,	-23.76825, 0.0, 2.52734
9.95,	-23.75017, 0.0, 2.72652
9.95,	-23.74263, 0.0, 2.73427
10.0,	-23.71913, 0.0, 2.93288
10.05,	-23.69563, 0.0, 3.1315
10.1,	-23.67213, 0.0, 3.33011
10.1,	-23.66419, 0.0, 3.35056
10.15,	-23.63634, 0.0, 3.54862
10.2,	-23.59337, 0.0, 3.66554
10.2,	-23.61536, 0.0, 3.68245
10.25,	-23.58685, 0.0, 3.8804
10.25,	-23.5755, 0.0, 3.9247
10.3,	-23.5431, 0.0, 4.12206
10.35,	-23.52906, 0.0, 4.19228
10.4,	-23.4947, 0.0, 4.38931
10.45,	-23.456, 0.0, 4.58135
10.5,	-23.41759, 0.0, 4.77763
10.55,	-23.37919, 0.0, 4.97391
10.55,	-23.37135, 0.0, 4.99461
10.6,	-23.33004, 0.0, 5.19029
10.65,	-23.28872, 0.0, 5.38598
10.65,	-23.27619, 0.0, 5.42469
10.7,	-23.23154, 0.0, 5.61964
10.7,	-23.20284, 0.0, 5.73414
10.75,	-23.15631, 0.0, 5.92865
10.8,	-23.13722, 0.0, 5.98799
10.85,	-23.087, 0.0, 6.18158
10.9,	-23.03678, 0.0, 6.37517
10.9,	-23.0164, 0.0, 6.43797
10.95,	-22.96312, 0.0, 6.63074
11.0,	-22.90984, 0.0, 6.82351
11.0,	-22.90145, 0.0, 6.83454
11.05,	-22.84421, 0.0, 7.02618
11.1,	-22.78697, 0.0, 7.21781
11.1,	-22.78421, 0.0, 7.21886
11.15,	-22.72198, 0.0, 7.40884
11.2,	-22.66037, 0.0, 7.59911
11.25,	-22.59876, 0.0, 7.78939
11.25,	-22.58144, 0.0, 7.82732
11.3,	-22.5162, 0.0, 8.01638
11.35,	-22.45034, 0.0, 8.19387
11.4,	-22.38181, 0.0, 8.38176
11.45,	-22.31327, 0.0, 8.56965
11.5,	-22.29584, 0.0, 8.60656
11.55,	-22.22452, 0.0, 8.79341
11.6,	-22.14951, 0.0, 8.97686
11.65,	-22.07471, 0.0, 9.16235
11.7,	-21.99992, 0.0, 9.34784
11.7,	-21.99533, 0.0, 9.34713
11.75,	-21.9172, 0.0, 9.53124
11.8,	-21.83907, 0.0, 9.71535
11.8,	-21.81916, 0.0, 9.7562
11.85,	-21.74443, 0.0, 9.91754
11.9,	-21.66157, 0.0, 10.09957
11.95,	-21.57871, 0.0, 10.28159
11.95,	-21.54767, 0.0, 10.33979
12.0,	-21.4618, 0.0, 10.52042
12.05,	-21.3792, 0.0, 10.68261
12.1,	-21.28975, 0.0, 10.86149
12.15,	-21.20031, 0.0, 11.04038
12.15,	-21.18783, 0.0, 11.05689
12.2,	-21.0957, 0.0, 11.23441
12.25,	-21.00357, 0.0, 11.41192
12.25,	-20.99266, 0.0, 11.42268
12.3,	-20.89719, 0.0, 11.59842
12.35,	-20.80172, 0.0, 11.77416
12.35,	-20.78832, 0.0, 11.79083
12.4,	-20.69018, 0.0, 11.96509
12.45,	-20.59203, 0.0, 12.13936
12.45,	-20.57884, 0.0, 12.15224
12.5,	-20.47711, 0.0, 12.32444
12.55,	-20.37538, 0.0, 12.49663
12.55,	-20.3587, 0.0, 12.51997
12.6,	-20.25527, 0.0, 12.69114
12.6,	-20.24256, 0.0, 12.70504
12.65,	-20.1366, 0.0, 12.87466
12.7,	-20.03082, 0.0, 13.03565
12.75,	-19.92187, 0.0, 13.20337
12.8,	-19.81292, 0.0, 13.37109
12.85,	-19.79941, 0.0, 13.3844
12.9,	-19.68774, 0.0, 13.55032
12.95,	-19.57607, 0.0, 13.71625
12.95,	-19.54897, 0.0, 13.74905
13.0,	-19.43455, 0.0, 13.91308
13.05,	-19.31818, 0.0, 14.06961
13.1,	-19.19992, 0.0, 14.23091
13.15,	-19.08166, 0.0, 14.3922
13.2,	-18.9634, 0.0, 14.55349
13.2,	-18.94246, 0.0, 14.57207
13.25,	-18.82042, 0.0, 14.73052
13.3,	-18.69839, 0.0, 14.88898
13.3,	-18.68276, 0.0, 14.90575
13.35,	-18.55937, 0.0, 15.06315
13.35,	-18.55368, 0.0, 15.0661
13.4,	-18.42862, 0.0, 15.22218
13.4,	-18.42276, 0.0, 15.22554
13.45,	-18.29616, 0.0, 15.38038
13.45,	-18.29077, 0.0, 15.38291
13.5,	-18.16259, 0.0, 15.53643
13.55,	-18.03441, 0.0, 15.68995
13.55,	-18.02376, 0.0, 15.69449
13.6,	-17.89238, 0.0, 15.84527
13.65,	-17.76099, 0.0, 15.99606
13.65,	-17.72291, 0.0, 16.03396
13.7,	-17.58923, 0.0, 16.18272
13.75,	-17.47162, 0.0, 16.30695
13.8,	-17.33531, 0.0, 16.4533
13.85,	-17.199, 0.0, 16.59966
13.9,	-17.15647, 0.0, 16.63896
13.95,	-17.01764, 0.0, 16.78293
13.95,	-16.88322, 0.0, 16.91578
14.0,	-16.7418, 0.0, 17.0572
14.05,	-16.60038, 0.0, 17.19862
14.1,	-16.55973, 0.0, 17.23221
14.15,	-16.41551, 0.0, 17.37078
14.2,	-16.27679, 0.0, 17.50017
14.25,	-16.13102, 0.0, 17.6371
14.25,	-16.10992, 0.0, 17.65316
14.3,	-15.96265, 0.0, 17.78848
14.35,	-15.81539, 0.0, 17.92381
14.35,	-15.81156, 0.0, 17.92255
14.4,	-15.66241, 0.0, 18.0558
14.4,	-15.65964, 0.0, 18.05438
14.45,	-15.50896, 0.0, 18.18589
14.5,	-15.35827, 0.0, 18.3174
14.5,	-15.32615, 0.0, 18.33829
14.55,	-15.17267, 0.0, 18.46652
14.6,	-15.01918, 0.0, 18.59475
14.6,	-15.01456, 0.0, 18.59538
14.65,	-14.85982, 0.0, 18.72208
14.65,	-14.8529, 0.0, 18.72433
14.7,	-14.69502, 0.0, 18.84694
14.75,	-14.53743, 0.0, 18.9701
14.8,	-14.37985, 0.0, 19.09325
14.8,	-14.33607, 0.0, 19.12342
14.85,	-14.19975, 0.0, 19.22232
14.9,	-14.03875, 0.0, 19.34097
14.95,	-13.87775, 0.0, 19.45963
14.95,	-13.8327, 0.0, 19.48849
15.0,	-13.67005, 0.0, 19.60488
15.05,	-13.51004, 0.0, 19.71371
15.1,	-13.34527, 0.0, 19.82707
15.15,	-13.1805, 0.0, 19.94043
15.2,	-13.1492, 0.0, 19.95799
15.2,	-12.99635, 0.0, 20.05619
15.25,	-12.82863, 0.0, 20.16514
15.3,	-12.66091, 0.0, 20.27409
15.35,	-12.62311, 0.0, 20.29367
15.4,	-12.4536, 0.0, 20.39981
15.45,	-12.29153, 0.0, 20.49546
15.5,	-12.11995, 0.0, 20.59823
15.55,	-11.94838, 0.0, 20.701
15.55,	-11.90141, 0.0, 20.72657
15.6,	-11.74435, 0.0, 20.814
15.65,	-11.57023, 0.0, 20.91239
15.7,	-11.39611, 0.0, 21.01079
15.7,	-11.35841, 0.0, 21.0275
15.75,	-11.18274, 0.0, 21.1231
15.8,	-11.00707, 0.0, 21.2187
15.8,	-10.99422, 0.0, 21.22038
15.85,	-10.81679, 0.0, 21.31268
15.9,	-10.63936, 0.0, 21.40498
15.9,	-10.62139, 0.0, 21.4098
15.95,	-10.44251, 0.0, 21.49925
16.0,	-10.26362, 0.0, 21.58869
16.0,	-10.24922, 0.0, 21.59034
16.05,	-10.06859, 0.0, 21.67621
16.1,	-9.88796, 0.0, 21.76208
16.1,	-9.88133, 0.0, 21.76027
16.15,	-9.69919, 0.0, 21.84289
16.2,	-9.51705, 0.0, 21.92551
16.2,	-9.49196, 0.0, 21.9332
16.25,	-9.30873, 0.0, 22.01337
16.3,	-9.21892, 0.0, 22.04979
16.35,	-9.03485, 0.0, 22.12801
16.4,	-8.89714, 0.0, 22.18148
16.45,	-8.71165, 0.0, 22.25627
16.5,	-8.52615, 0.0, 22.33106
16.5,	-8.51895, 0.0, 22.33048
16.55,	-8.34785, 0.0, 22.3936
16.6,	-8.16053, 0.0, 22.46368
16.65,	-7.97321, 0.0, 22.53376
16.65,	-7.92176, 0.0, 22.54963
16.7,	-7.75646, 0.0, 22.60492
16.75,	-7.56723, 0.0, 22.66966
16.8,	-7.37799, 0.0, 22.7344
16.8,	-7.3371, 0.0, 22.74383
16.85,	-7.14678, 0.0, 22.8053
16.85,	-7.08821, 0.0, 22.84848
16.85,	-7.06554, 0.0, 22.83107
16.9,	-6.87477, 0.0, 22.89113
16.95,	-6.74046, 0.0, 22.92955
17.0,	-6.54882, 0.0, 22.98679
17.05,	-6.35719, 0.0, 23.04403
17.05,	-6.35393, 0.0, 23.03923
17.1,	-6.16108, 0.0, 23.09222
17.15,	-5.96823, 0.0, 23.14521
17.15,	-5.94906, 0.0, 23.14695
17.2,	-5.7555, 0.0, 23.19732
17.25,	-5.56195, 0.0, 23.24768
17.25,	-5.55575, 0.0, 23.24371
17.3,	-5.36115, 0.0, 23.28988
17.35,	-5.16656, 0.0, 23.33605
17.4,	-5.04494, 0.0, 23.36115
17.45,	-4.84968, 0.0, 23.40448
17.45,	-4.71523, 0.0, 23.43088
17.5,	-4.53663, 0.0, 23.46489
17.55,	-4.34033, 0.0, 23.5032
17.6,	-4.14404, 0.0, 23.54152
17.6,	-4.12089, 0.0, 23.54195
17.65,	-3.92401, 0.0, 23.57711
17.7,	-3.89642, 0.0, 23.5792
17.75,	-3.69915, 0.0, 23.61216
17.8,	-3.50664, 0.0, 23.63926
17.85,	-3.30876, 0.0, 23.66826
17.85,	-3.20581, 0.0, 23.71378
17.85,	-3.18837, 0.0, 23.68534
17.9,	-2.99026, 0.0, 23.71281
17.95,	-2.81281, 0.0, 23.73302
18.0,	-2.61426, 0.0, 23.75704
18.05,	-2.44055, 0.0, 23.77577
18.1,	-2.2701, 0.0, 23.79044
18.15,	-2.07098, 0.0, 23.80919
18.2,	-1.87186, 0.0, 23.82794
18.2,	-1.8239, 0.0, 23.83025
18.25,	-1.62463, 0.0, 23.84725
18.25,	-1.61261, 0.0, 23.84444
18.3,	-1.4131, 0.0, 23.85839
18.35,	-1.32646, 0.0, 23.86209
18.4,	-1.12682, 0.0, 23.87416
18.4,	-1.11127, 0.0, 23.87156
18.45,	-0.91148, 0.0, 23.88081
18.5,	-0.7117, 0.0, 23.89006
18.5,	-0.68151, 0.0, 23.91536
18.5,	-0.66512, 0.0, 23.88967
18.55,	-0.46521, 0.0, 23.8958
18.6,	-0.26531, 0.0, 23.90193
18.6,	-0.17601, 0.0, 23.8992
18.65,	0.02398, 0.0, 23.90096
18.65,	0.051, 0.0, 23.899
18.7,	0.251, 0.0, 23.899
18.75,	0.44396, 0.0, 23.89476
18.8,	0.64394, 0.0, 23.89137
18.85,	0.84391, 0.0, 23.88798
18.85,	0.85686, 0.0, 23.88367
18.9,	1.05675, 0.0, 23.87701
18.95,	1.25664, 0.0, 23.87035
19.0,	1.30667, 0.0, 23.86417
19.05,	1.50641, 0.0, 23.85391
19.05,	1.59856, 0.0, 23.84712
19.1,	1.7982, 0.0, 23.83521
19.1,	1.81639, 0.0, 23.83153
19.15,	2.0159, 0.0, 23.81755
19.2,	2.12996, 0.0, 23.80418
19.25,	2.32912, 0.0, 23.78593
19.3,	2.52829, 0.0, 23.76767
19.35,	2.72745, 0.0, 23.74942
19.35,	2.74022, 0.0, 23.74123
19.4,	2.9388, 0.0, 23.71741
19.45,	3.13737, 0.0, 23.69359
19.5,	3.33595, 0.0, 23.66977
19.55,	3.45642, 0.0, 23.64916
19.6,	3.65435, 0.0, 23.62049
19.6,	3.66554, 0.0, 23.59337
19.6,	3.68245, 0.0, 23.61536
19.65,	3.8804, 0.0, 23.58685
19.65,	3.9247, 0.0, 23.5755
19.7,	4.12206, 0.0, 23.5431
19.7,	4.19223, 0.0, 23.52872
19.75,	4.38921, 0.0, 23.4941
19.8,	4.58619, 0.0, 23.45947
19.8,	4.61234, 0.0, 23.44996
19.85,	4.80861, 0.0, 23.41152
19.9,	4.99461, 0.0, 23.37135
19.95,	5.19029, 0.0, 23.33004
20.0,	5.38598, 0.0, 23.28872
20.05,	5.42469, 0.0, 23.27619
20.1,	5.61964, 0.0, 23.23154
20.1,	5.73412, 0.0, 23.20276
20.15,	5.92862, 0.0, 23.15617
20.2,	5.99598, 0.0, 23.13518
20.25,	6.18956, 0.0, 23.08493
20.3,	6.38315, 0.0, 23.03468
20.3,	6.43797, 0.0, 23.0164
20.35,	6.63074, 0.0, 22.96312
20.4,	6.82351, 0.0, 22.90984
20.4,	6.83454, 0.0, 22.90145
20.45,	7.02618, 0.0, 22.84421
20.5,	7.21781, 0.0, 22.78697
20.5,	7.21878, 0.0, 22.78393
20.55,	7.4098, 0.0, 22.72468
20.55,	7.43382, 0.0, 22.71393
20.6,	7.62408, 0.0, 22.65228
20.65,	7.81434, 0.0, 22.59063
20.65,	7.82732, 0.0, 22.58144
20.7,	8.01638, 0.0, 22.5162
20.75,	8.19387, 0.0, 22.45034
20.8,	8.38176, 0.0, 22.38181
20.85,	8.56965, 0.0, 22.31327
20.85,	8.60661, 0.0, 22.29598
20.9,	8.7935, 0.0, 22.22476
20.95,	8.98039, 0.0, 22.15354
20.95,	8.99571, 0.0, 22.14213
21.0,	9.18108, 0.0, 22.06704
21.05,	9.34687, 0.0, 21.99471
21.1,	9.53076, 0.0, 21.91608
21.15,	9.71466, 0.0, 21.83745
21.2,	9.89855, 0.0, 21.75882
21.2,	9.9245, 0.0, 21.74134
21.25,	10.1065, 0.0, 21.65842
21.3,	10.2885, 0.0, 21.57549
21.35,	10.33969, 0.0, 21.54747
21.4,	10.52025, 0.0, 21.46144
21.45,	10.69861, 0.0, 21.3712
21.5,	10.87749, 0.0, 21.28175
21.55,	11.05638, 0.0, 21.19231
21.55,	11.06678, 0.0, 21.18262
21.6,	11.24421, 0.0, 21.09032
21.65,	11.42164, 0.0, 20.99802
21.65,	11.43566, 0.0, 20.98562
21.7,	11.61138, 0.0, 20.89012
21.75,	11.78711, 0.0, 20.79462
21.75,	11.80174, 0.0, 20.78216
21.8,	11.97593, 0.0, 20.68389
21.85,	12.15012, 0.0, 20.58561
21.85,	12.17315, 0.0, 20.56668
21.9,	12.34527, 0.0, 20.46482
21.95,	12.51739, 0.0, 20.36296
21.95,	12.53695, 0.0, 20.34867
22.0,	12.7081, 0.0, 20.2452
22.0,	12.71182, 0.0, 20.23822
22.05,	12.88128, 0.0, 20.13199
22.1,	13.04457, 0.0, 20.02469
22.15,	13.21223, 0.0, 19.91564
22.2,	13.37988, 0.0, 19.80659
22.2,	13.39141, 0.0, 19.79442
22.25,	13.55733, 0.0, 19.68276
22.3,	13.72326, 0.0, 19.57109
22.35,	13.75887, 0.0, 19.54172
22.4,	13.92276, 0.0, 19.4271
22.4,	14.07186, 0.0, 19.31651
22.45,	14.23334, 0.0, 19.19851
22.5,	14.39482, 0.0, 19.08052
22.55,	14.55631, 0.0, 18.96252
22.6,	14.57288, 0.0, 18.94222
22.65,	14.73119, 0.0, 18.81999
22.7,	14.8895, 0.0, 18.69777
22.7,	14.92169, 0.0, 18.66842
22.75,	15.07824, 0.0, 18.54396
22.8,	15.2348, 0.0, 18.41949
22.8,	15.24144, 0.0, 18.40962
22.85,	15.39618, 0.0, 18.28292
22.85,	15.39985, 0.0, 18.27671
22.9,	15.55333, 0.0, 18.14848
22.95,	15.70682, 0.0, 18.02025
22.95,	15.70636, 0.0, 18.01362
23.0,	15.85704, 0.0, 17.88211
23.05,	16.00773, 0.0, 17.7506
23.05,	16.03396, 0.0, 17.72291
23.1,	16.18272, 0.0, 17.58923
23.15,	16.30684, 0.0, 17.4715
23.2,	16.4531, 0.0, 17.33509
23.25,	16.59937, 0.0, 17.19869
23.25,	16.64502, 0.0, 17.15053
23.3,	16.78904, 0.0, 17.01175
23.35,	16.91678, 0.0, 16.88222
23.4,	17.0582, 0.0, 16.7408
23.45,	17.19962, 0.0, 16.59938
23.45,	17.2332, 0.0, 16.55872
23.5,	17.37176, 0.0, 16.41449
23.55,	17.50017, 0.0, 16.27679
23.6,	17.6371, 0.0, 16.13102
23.65,	17.65304, 0.0, 16.10981
23.7,	17.78827, 0.0, 15.96245
